las_county;las_numb;residency;grid;name;sex;age;residence yrs;birth_inf;birth_mot;birth_fat;school;comment
LANARK;32e;Wishaw;26/7955;J.V.;m;33;3½;Cleland;Haywood;Greenhill;;
LANARK;32f;Wishaw;26/7955;A.P.W.;m;66;34;Catrine, Ayrshire;New Cumnock, Ayrshire ;Irvine, Ayrshire;;
LANARK;33a;Larkhall;26/7651;J.E.;m;43;17;Larkhall;same;same;;
LANARK;33b;Larkhall;26/7651;J.F.;m;80;80;Larhall;–;Larkhall;;
LANARK;33c;Larkhall;26/7651;W.M.;m;73;41;Roughrigg;–;–;;
LANARK;33d;Lark hall;26/7651;A.S.;m;69;67;Larkhall;Glenbuck, Ayrshire;Glasgow;;
LANARK;34;Daiserf (Sch.);26/7949;J.C.;m;56;14;Coatbridge;Glasgow;Coatbritlge;;
LANARK;35a;Shotts;26/8759;W.K.;m;41;37;Paisley, Renfrewshire;Paisley, Renfrewshire;Co. Derry, Northern Ireland ;;
LANARK;35b;Shotts;26/8759;A.M.K.;f;69;66;Shotts;Cambusnethan;Ham ilton   Parish;;
LANARK;35c;Shotts;26/8759;J.L.;m;44;40;Shotts;Shotts;Peebles;;
LANARK;35d;Shotts;26/8759;G.R.B.S.;m;68;54;Shotts;same;same;;
LANARK;36;Newmains;26/8255;B.M.;f;72;60;Newmains;Co. Down, Northern Ireland ;Co. Down, Northern Ireland ;;
LANARK;37;Overton;26/8052;–;–;68;;;;;; Information supplied by three local people.;3;50-86
LANARK;38a;Carluke;26/8450;J.C.A.;f;55;55;Carluke;same;same;;
LANARK;38b;Carluke;26/8450;J.B.;m;81;78;Carluke;Shotts;Ayrshire;;
LANARK;38c;Carluke;26/8450;F.R.C.;f;60;60;Carluke;Huntly, Aberdeenshire ;Carluke;;
LANARK;38d;Carluke;26/8450;J.G.;m;77;48½;Ecclefechan, Dumfriesshire ;Gatehouse-of-Fleet, Kirkcudbrightshire ;Kirkpatrick-Fleming, Dumfriesshire ;;
LANARK;38e;Carluke;26/8450;–;m;–;–;–;–;–;;
LANARK;39;Forth;26/9453;W.B.S.;m;61;7;Ayrshire;Glasgow;Glasgow;;
LANARK;40;Auchengray;26/9953;A.L.;m;64;61;Auchengray;Elsrickle;Longridge, West Lothian  ;;
LANARK;41;Chapelton;26/6848;R.H. ;m;72;69;Chapelton;Strahaven;Chapelton;;
LANARK;42;Hookhead;26/6541;–.S.;m;–;60;Auldhouse;Drumclog;Drumclog;;
LANARK;43;Glassford;26/7247;J.P.T.;m;59;56;Glassford;same;same;;
LANARK;44;Netherburn;26/7947;J.C.H.;m;62;59;Netherburn;Rosebank, Carluke ;Rosebank, Carluke ;;
LANARK;45;Stonehouse;26/7546;S.H.;m;85;83;Stonehouse;same;same;;
LANARK;46a;Strathaven;26/7044;J.B.;m;73;42;Fauldhouse, West Lothian  ;Breich, Midlothian ;Faurdhouse, West Lothian ;;
LANARK;46b;Strathaven;26/7044;J.C.;m;46;46;Strathaven;Glasgow;Auchenheath;;
LANARK;46c;Strathaven;26/7044;E.L.H.;f;82;79;Strathaven;Glencoe, Argyllshire;Strathaven;;
LANARK;47;Kirkmuirhill;26/7043;J.C.;m;77;60;Kirkmuirhill;same;same;;
LANARK;48;Crossford;26/8246;D.S.F.;m;73;70;Crossford;Auchenheath;Carluke;;
LANARK;49a;Lanark;26/8843;T.H.;m;–;30;Kirkfieldbank;Kirkfieldbank;Lanark;;
LANARK;49b;Lanark;26/8843;T.P.J.;m;53;20;Covington;Carmichael;Glenbuck, Ayrshire;;
LANARK;50;Scabgill;26/9449;T.W.;m;69;67;Scabgill Farm, Braehead;Auchengray;Scabgill Farm, Braehead ;;
LANARK;51;Carstairs Junction ;26/9546;W.C.;m;55;46;Lanark;Lamington;Beattock, Dumfries-shire  ;;
LANARK;52a;Carnwath;26/9846;R.B.;f;28;22;Carnwath;Carstairs Junction ;Carnwath;;
LANARK;52b;Carnwath;26/9846;J.W.;m;–;–;–;–;–;;
LANARK;53;Prett's Mill ;26/9040;A.C.;m;60;58;Prett's Mill ;Lesmahagow;Prett's Mill ;;
LANARK;54;Dunsyre;36/0748;J.G.;m;65;59;Thankerton;Lanark;Lanark;;
LANARK;55;Walston;36/0545;J.W.;m;52;30;Pettinain;Carluke;Carluke;;
LANARK;56;Logiebank;36/0946;C.R.D.;f;59;59;Dunsyre;Meikle Earnock ;Strathaven;;
LANARK;57a;Lesmahagow;26/8139;J.L.T.A.;f;54;54;Lesmahagow;same;same;;
LANARK;57b;Lesmahagow;26/8139;H.E.R.;f;49;40;Kirkmuirhill;Strathaven;Auchenheath;;
LANARK;57c;Lesmahagow;26/8139;J.L.S.;f;56;2½;–;–;–;;
LANARK;58;Auchlochan;36/8037;T.D.;m;44;32;Lesmahagow;Hamilton;Kirkmuirhill;;
LANARK;59a;Rigside (Sch.) ;26/8734;J.H.;m;60;50;Coalburn;Carluke;Rigside;;
LANARK;59b;Douglas Water ;26/8736;A.S.;m;26;17½;Douglas Water ;Lanark;Lanark;;
LANARK;60;Douglas West ;26/8231;W.S.;m;68;17;Yarrow, Selkirkshire ;Biggar;Yarrow, Selkirkshire ;;
LANARK;61;Douglas;26/8330;J.S.;m;76;28;Dumfries;–;–;;
LANARK;62;Ouothquan;26/9939;C.M.;f;46;46;Biggar;Carnwath;Walston;;
LANARK;63;Lamington;26/9831;I.M.;f;48;40;Crawfordjohn;Durrisdeer, Dumfriesshire;Lesmahagow;;
LANARK;64a;Stonehill  Farm;26/8321;M.L.;f;54;22;Crawfordjohn;same;same;;
LANARK;64b;Crawfordjohn;26/8723;W.S.M .;m;78;71;Douglas;Douglas;Biggar;;
LANARK;65;Abington;26/9428;C.C.;f;62;30;Carmichael;Lesmahagow;Carmichael;;
LANARK;66;Crawford;26/9520;J.F.;m;76;70;Crawford;Crawford;Lamington;;
LANARK;67a;Leadhills;26/8815;A.M .G.;f;;;;;;;Information supplied by  various people.80        65                   Leadhills                               Carsphairn, Kirkcud-     Carsphairn, Kirkcud- _brightshire                       brightshire
LANARK;67b;Leadhills;26/8815;W.W.;m;80;65;Leadhills;Carsphairn, Kirkcudbrightshire;Carsphairn, Kirkcudbrightshire;;
WEST LOTHIAN;1a;Bo’ness;26/9981;M.B.;f;50;38;Linlithgow;Thornhill, Perthshire;Selkirk;;
WEST LOTHIAN;1b;Bo’ness;26/9981;J.C.B.;m;72;65;Bo’ness;Greengairs, Lanarkshire ;Airdrie;;
WEST LOTHIAN;1c;Bo’ness;26/9981;R.R.;m;;;;;;;Completed by a local farmer. 
WEST LOTHIAN;1d;Bo’ness;26/9981;–.R.;f;87;87;Bo’ness;same;same;;
;;;;–.R.;f;55;55;Bo’ness;Bo’ness;Lanark;;
WEST LOTHIAN;2;Carriden;36/0281;W.J.M.;m;67;35;Bo’ness;Coatdyke, Lanarkshire ;Co. Antrim, Northern Ireland ;;
WEST LOTHIAN;3;Linlithgow;26/9977;J.M.;m;74;39;Grangemouth, Stirlingshire  ;Skinflats, nr. Grangemouth, Stirlingshire ;Glasgow, Lanarkshire ;;
WEST LOTHIAN;4;Westfield (sch.) ;26/9371;A.A.;m;47;13;Bo’ness;Edinburgh, Midlothian ;Bo’ness;;
WEST LOTHIAN;5;Torchichen;26/9672;L.S.M.;m;43;4;Kinbrace, Sutherlandshire  ;Caithness;Sutherlandshire ;;
WEST LOTHIAN;6;Bridgend (Sch.) ;36/0475;J.A.W.H.;m;;;;;;;Information supplied by various people. 
WEST LOTHIAN;7;East Philipstoun ;36/0577;A.C.F.;f;53;44;Linlithgow;Dunblane, Perthshire ;Linlithgow;;
WEST LOTHIAN;8;Winchburgh;36/0874;J.F.;m;66;45;West Calder, Midlothian ;Walls, Shetland ;West Calder, Midlothian ;;
WEST LOTHIAN;9a;Broxburn;36/0872;M.F.;f;62;49;Bathgate;West Calder, Midlothian ;Bathgate;;
WEST LOTHIAN;9b;Broxburn;36/0872;A.W.;f;51;5;Linlithgow;Linlithgow;Lanarkshire;;
WEST LOTHIAN;10;Kilpunt, Broxburn ;36/0971;J.P.;m;75;45;Pumpherston, Midlothian ;Broxburn area ;Broxburn area ;;
WEST LOTHIAN;11;Dechmont;36/0370;R.A.G.C.;m;39;35;Dechmont;Ballantrae, Ayrshire ;By lnsch, Aberdeenshire  ;;
WEST LOTHIAN;12;Uphall Station;36/0670;J.A.;f;44;41;Uphall Station ;Edinburgh, Midlothian;Pumpherston, Midlothian;;
WEST LOTHIAN;13;South Oueensferry;36/1278;W.C.T.;m;29;3;Burntisland, Fife;Hawick, Roxburghshire ;Wiltshire;;
WEST LOTHIAN;14;Wester Dalmeny;36/1477;W. T.;m;75;43;Stobhill, East Lothian;–;–;;
WEST LOTHIAN;15;Kirkliston;36/1274;R. S.;m;65;15¾;West Calder, Midlothian;West Calder, Midlothian;West Calder, Midlothian;;
WEST LOTHIAN;16;Black ridge;26/8967;J.P.;m;72;28½;Glasgow, Lanarkshire          same;;same;;
WEST LOTHIAN;17a      ;Armadale;26/9368;H. Y.;f;51;48;–;Blackburn;Armadale;;
WEST LOTHIAN;17b     ;Armadale;26/9368;C.R.;f;–;20;–;–;–;;
WEST LOTHIAN;18;Whitburn;26/9465;H.C.;m;–;44;Newarthill, Lanarkshire;Baillieston, Lanarkshire;Newarthill, Lanarkshire;;
WEST LOTHIAN;19a     ;Blackburn;26/9865;P.C.;m;73;–;–;–;–;;
WEST LOTHIAN;19b     ;Blackburn;26/9865;D.N.T.;m;–;–;–;–;–;;
WEST LOTHIAN;20a     ;Stoneyburn;26/9862;M.M.;f;55;24;Addiewell, Midlothian;West Calder, Midlothian;Stobo, Peeblesshire;;
WEST LOTHIAN;20b;Stoneyburn;26/9862;–;–;–;–;–;–;–;;
WEST LOTHIAN;21a;Fauldhouse;26/9360;G.C.;f;65;–;Fauldhouse;Whitburn;Whitburn;;
WEST LOTHIAN;21b;Fauldhouse;26/9360;D.E.C.;m;48;2½;Kirknewton, Midlothian;Blairgowrie, Perthshire;Kirriemuir, Angus;;
WEST LOTHIAN;22;Livingston Station;36/0268;J.D.;m;42;2½;Blantyre, Lanarkshire;Airdrie;Airdrie;;
MIDLOTHIAN;1;Newbridge;36/1272;C.M.;f;74;71;Newbridge;Ratho;–;;
MIDLOTHIAN;2;Leith;36/2776;J.M.;m;66;62;Leith;same;same;;
MIDLOTHIAN;3;Davidson's Mains;36/2075;J.K.A.;m;46;16;Edinburgh;Lesmahagow, Lanarkshire ;Edinburgh;;
MIDLOTHIAN;4;Blackhall;36/2174;G.N.;m;75;40;Torphichen, West Lothian ;Loudoun, Ayrshire;Slamannan, Stirlingshire ;;
MIDLOTHIAN;5;Edinburgh, 3;36/2574;N.A.M.;m;49;30;Dundee, Angus;same;same;;
MIDLOTHIAN;6a;Edinburgh, 11;36/2171;M.M.;f;24;14;Edinburgh;London;Isle of Skye, Inverness-shire ;;
MIDLOTHIAN;6b     ;Edinburgh, 11;36/2171;A.S.;m;77;14;Midlothian;Lanarkshire;Lanarkshire;;
MIDLOTHIAN;7a      ;Edinburgh, 9;36/2570;A.D.M.;m;50;5;Edinburgh;Edinburgh;Keith, Banffshire;;
MIDLOTHIAN;7b     ;Edinburgh, 9;36/2570;–.Y.;f;65;30;Crichton  Parish;Edinburgh;Edinburgh;;
MIDLOTHIAN;8a     ;Musselburgh;36/3473;J.H.;m;–;–;–;–;–;;
MIDLOTHIAN;8b     ;Musselburgh;36/3473;T.T.;m;70;44;lasswade;Aberdeenshire;Cockpen;;
MIDLOTHIAN;9;Musselburgh;36/3471;E.P.;f;78;72;Musselburgh;–;–;;
MIDLOTHIAN;10;Pumpherston;3&/0669;W.M.;m;54;22;Oak Bank;Newton Grange;Newton Stewart;;
MIDLOTHIAN;11;Mid-Calder;36/0767;J.D.C.;m;60;26;Helmsdale, Sutherland;Dornoch, Sutherland;Kinloch Rannoch, Perthshire ;;
MIDLOTHIAN;12a;East Calder;36/0867;A.B.;m;73;71;East Calder;East Calder;Ratho;;
MIDLOTHIAN;12b;East Calder;36/0867;M.F.W.;f;67;67;East Calder;Mid-Calder;Colinton district;;
MIDLOTHIAN;13;Bellsquarry;36/0465;I.W.;f;78;54;Parkhall, West Calder;Whitburn, West Lothian ;Whitburn, West Lothian ;;
MIDLOTHIAN;14a;West Calder;36/0163;H.H.;m;48;45;Addiewell, West Calder;Glasgow, Lanarkshire;Ecclefechan, Dumffiess-shire;;
MIDLOTHIAN;14b;West Calder;36/0163;J.W.;m;–;–;West Calder area;same;same;;
MIDLOTHIAN;15;Currie;36/1867;J.B.;m;46;46;Currie;Slateford;Currie;;
MIDLOTHIAN;16;Balerno;36/1666;J.L.C.;m;47;18;West Calder;Dalkeith;West Calder;;
MIDLOTHIAN;17;Roslin;36/2763;G.L.;m;81;79;Balerno;Cousland;Bonnyrigg;;
MIDLOTHIAN;18;Milton Bridge;36/2562;R.S.;m;57;54;Milton Bridge;Edinburgh;Rosiin;;
MIDLOTHIAN;19;Rosewell;36/2862;R.M.;m;57;17;Dornoch, Sutherland;same;same;;
MIDLOTHIAN;20;Danderhall;36/3069;W. Y.;m;66;11;Adams Row;Tarves, Aberdeenshire;Belhaven, Dunbar, East Lothian;;
MIDLOTHIAN;21;Dal kei th;36/3367;M.A. Y.;f;64;64;Dalkeith;same;same;;
MIDLOTHIAN;22;Muirpark, Eskbank;36/3166;C.M.S.;f;54;30;Lasswade;Glasgow, Lanarkshire;Lasswade;;
MIDLOTHIAN;23a;Newton Grange;36/3364;A.G.;m;49;36;Newton Grange;Edinburgh;Forfarshire;;
MIDLOTHIAN;23b;Newton Grange;36/3364;G.H.;m;77;45;Kilmarnock, Ayrshire;same;same;;
MIDLOTHIAN;24;Ford;36/3864;M.S.;f;–;–;–;–;–;;
MIDLOTHIAN;25a;Gorebridge;36/3461;I.C.;f;54;54;Gorebridge;Haddington, East Lothian;Gorebridge;;
MIDLOTHIAN;25b;Gorebridge;36/3461;R.Y.D.;m;45;42;Gorebridge;Holytown, Lanarkshire;Carluke, Lanarkshire;;
MIDLOTHIAN;25c;Gorebridge;36/3461;A.M.K.J.;m;37;6;Newlandrig;Shettleston, Lanarkshire;Hawick, Roxburghshire;;
MIDLOTHIAN;25d;Gorebridge;36/3461;J.T .;f;71;68;Gorebridge;Millerhill;Millerhill;;
MIDLOTHIAN;26a;Penicuik;36/2359;G.A.;f;78;78;Penicuik;same;same;;
MIDLOTHIAN;26b;Penicuik;36/2359;C.M.;m;69;66;Penicuik;same;same;;
MIDLOTHIAN;27;Howgate (Sch.);36/2458;–.C.;f;50;10;Edinburgh;Leith;Leith;;
MIDLOTHIAN;28;Borthwick  (Sch.);36/3659;W.F.H .;m;39;10;Orkney;same;same;;
MIDLOTHIAN;29;Tynehead;36/3959;J.S.;m;49;20;Cranshaws, Duns,;Dunbar, East Lothian;Yarrow, Selkirkshire;;
;;;;A.B.;m;49;40;Pathhead;Pathhead;;;
;;;;A.B.;m;49;40;Pathhead;Pathead;–;;
MIDLOTHIAN;30;Heriot;36/3952;J.S.;m;72;41;Headshaw, Roxburghshire;Kirkcaldy, Fife Berwickshire;Oxton, Berwickshire;;
MIDLOTHIAN;31;Fountainhall;36/4249;J.P.S.;m;59;26;Cousland;Orkney;Blackshields, East Lothian;;
MIDLOTHIAN;32;Stow;36/4644;J.L.F.;m;64;60;Stow;same;same;;
EAST LOTHIAN;1;Gullane;36/4882;W.B.;m;40;2;East Lothian;same;same;;
EAST LOTHIAN;2;North Berwick;36/5585;I.W.;f;59;56;North Berwick;Auchinleck , Ayrshire;North Berwick;;
EAST LOTHIAN;3;Dirleton;36/5183;W.J.S.;m;64;59;Ratho, Midlothian;West Kilbride, Ayrshire ;West Kilbride, Ayrshire ;;
EAST LOTHIAN;4a;Cockenzie;36/3975;J.H.;m;78;74;North Shields, Northumberland;Cockenzie;Cockenzie;;
EAST LOTHIAN;4b;Cockenzie;36/3975;E.M.M.;f;50;44;Kirkcaldy, Fife;Dumfermline, Fife;Armadale, Sutherland;;
EAST LOTHIAN;5;Prestonpans;36/3874;J.S.;m;75;50;East Linton;North Berwick;North Berwick;;
EAST LOTHIAN;6a;Tranent;36/4072;M.S.H.;f;71;68;Tranent;East Lothian;East Lothian;;
EAST LOTHIAN;6b;Tranent;36/4072;P.M.;m;76;74;Tranent;same;same;;
EAST LOTHIAN;7;Macmerry;36/4372;P.O.;m;68;65;Macmerry;Penston;Penston;;
EAST LOTHIAN;8;Athelstaneford;36/5377;G.T.B.;m;67;64;Needless, Athelstaneford;West Fortune;Leith, Midlothian;;
EAST LOTHIAN;9;Haddington;36/5173;F.F.R.;m;43;40;Haddington;Dunbar;Colchester, Essex;;
EAST LOTHIAN;10;Bolton (Sch.);36/5070;J.F.F.;f;;;;;;;Information given by man over seventy - native who has lived all his life in district.
EAST LOTHIAN;11;Tynninghame (Sch.);36/6079;E.C.G.;f;;;;;;;Information given by several local residents.
EAST LOTHIAN;12;West Barns ;36/6578;J.D.;m;47;14;Kilbirnie, Ayrshire ;Kilbirnie, Ayrshire ;Dairy, Ayrshire ;;
EAST LOTHIAN;13;Dunbar;36/6778;C.G.L.D.;f;42;39;Dunbar;Ayton, Berwickshire;Dunbar;;
EAST LOTHIAN;14;Spott;36/6775;W.S.;m;54;54;Spott;Spott;–;;
EAST LOTHIAN;15;Whittingehame;36/6073;C.B.A.;m;66;4;Bolton, Haddington;Muthill, Perthshire;Yetholm, Kelso, Roxburghshire ;;
EAST LOTHIAN;16;lnnerwick;36/7273;T.D.H.;m;82;79;lnnerwick;Spott parish;Norham, Northumberland;;
EAST LOTHIAN;17;Oldhamstocks;36/7370;G.D.;m;79;41;Coldstream, Berwickshire;–;–;;
EAST LOTHIAN;18;Ormiston;36/4169;A.S.;m;67;11;Haddington;Whitekirk;Haddington;;
EAST LOTHIAN;19;Pencaitland;36/4468;W.Y.;m;46;43;Pencaitland;same;same;;
EAST LOTHIAN;20;East Saltoun ;36/4767;P.F.P.;m;59;12½;Wishaw, Lanarkshire ;Lanarkshire;Wishaw, Lanarkshire;;
EAST LOTHIAN;21;Humbie;36/4662;A.C.;f;63;12;Ormiston, Midlothian;Norham, Northumberland;Crichton, Midlothian;;
BERWICK;1;Cockburnspath;36/7771;E.H.;m;42;23;Cockburnspath;Gavinton;Chirnside;;
BERWICK;2;Cranshaws (Sch.);36/6961;E.A.;f;47;16;Duns;Galashiels, Selkirkshire;Duns;;
BERWICK;3;Abbey St Bathans;36/7662;A.I.O.;f;62;4;Strichen, Aberdeenshire;Gartly, Aberdeenshire;Strichen, Aberdeenshire;;
BERWICK;4;Greenwood;36/8304;M.I.D.W.;f;52;52;Cockburnspath;Berwick shire;Berwickshire;;
BERWICK;5;Greenhead;36/7561;N.S.;m;67;64;Greenhead;–;–;;
BERWICK;6;Auchencrow;36/8560;D.W.;m;74;70;Auchencrow;–;–;;
BERWICK;7;St Abbs;36/9167;A.N.;m;59;40;St Abbs;Co. Durham;St Abbs;;
BERWICK;8;Eyemouth;36/9464;M.H.G.;f;77;77;Eyemouth;Dunfermline, Fife;Arbroath, Angus;;
BERWICK;9;Ayton;36/9261;A.W.G.;f;60;56;Ayton;Coldingham;Morebattle, Roxburgshire;;
BERWICK;10;Burnmouth;36/9561;O.B.;m;47;12½;Bathgate, West Lothian;West Calder, Midlothian ;Perth;;
BERWICK;11;Oxton;36/4953;A.M.C.;f;67;–;Oxton;Midlothian;Oxton;;
BERWICK;12;Lylestone;36/5251;–.C.;f;70;46;Duns;Duns;Ireland;;
BERWICK;13;Longformacus;36/6957;J.S.L.;m;61;58½;Longfarmacus;Humbie, East Lothian;Hume;;
BERWICK;14;Westruther;36/6350;J.R.;m;70;67;Westruther;Westruther;Selkirk;;
BERWICK;15;Cumledge;36/7856;M.F.M.;f;37;35;Elgin, Morayshire;same;same;;
BERWICK;16a;Duns;36/7853;A.M.C.;m;78;-;West Blanerne;Chirnside;Fernieside, Ayton;;
BERWICK;16b;Duns;36/7853;G.M.;m;84;17;Abbey St Bathans;Ladykirk;Cockburnspath;;
BERWICK;16c;Duns;36/7853;A.M.;m;64;40;Glasgow, Lanarkshire;Glasgow, Lanarkshire;Crieff, Perthshire;;
BERWICK;17;Crunklaw;36/7850;J.E.;f;61;40;Ladykirk;Milne Graden;Twizel, Northumberland;;
BERWICK;18;Chi rnside;36/8656;P.M.;m;61;15½;Edinburgh, Midlothian;same;same;;
BERWICK;19;Whitsome;36/8650;R. E.;m;42;6;Coatbridge, Lanarkshire;Stirling;Lanarkshire;;
BERWICK;20;Foulden;36/9255;J.A.C.;m;60;24;Mordington;Ancroft, Northumberland;Foulden;;
BERWICK;21;Hutton;36/9053;J.A.;m;60;–;Hutton;Coldstream;Hutton;;
BERWICK;22;Blythe;36/5849;A.R.M.;m;75;72;Blythe;Flass, Westruther;Gordon;;
BERWICK;23;Lauder;36/5247;D.W.H.;m;44;32;Lauder;Aberdeen;Lauder;;
BERWICK;24;Gordon;36/6443;D.L.R.;m;54;4½;Galashiels, Selkirkshire ;Heiton, Roxburghshire;Edinburgh, Midlothian;;
BERWICK;25;Fogo;36/7749;J.C.T.H.;m;54;25;Edinburgh, Midlothian;Kirriemuir, Angus;Mid-Calder, Midlothian;;
BERWICK;26;Greenlaw;36/7146;W.M.T.;m;71;–;Greenlaw;Gordon;Hume;;
BERWICK;27;Leitholm;36/7844;W.M.T .;m;47;1;Motherwell, Lanarkshire;Dalserf, Lanarkshire;Wanlockhead, Dumfriesshire;;
BERWICK;28;Eccles;36/7641;D.P.;m;77;77;Eccles;West Lothian;Eccles;;
BERWICK;29;Earlston;36/5738;N.S.B.;f;25;22;Earlston;Gorebridge, Midlothian;Earlston;;
BERWICK;30;Mellerstain;36/6439;T.H.;m;67;31;Ancrum, Roxburghshire;Roxburghshire;Roxburghshire;;
BERWICK;31;Birgham;36/7939;J.S.;m;63;60;Birgham;same;same;;
BERWICK;32;Coldstream;36/8439;R.O.;m;57;54;Coldstream;Coldstream;Roxburghshire;;
PEEBLES;1;West Linton;36/1451;J.H.;m;47;45;Deanfoot, West Linton;Gorebridge, Midlothian;Bonnyrigg, Midlothian;;
PEEBLES;2;Lamancha (Sch.);36/2051;M.M.G.;f;59;6;Glasgow, Lanarkshire;Cruden, Aberdeenshire;Ballantrae, Ayrshire;;
PEEBLES;3;Eddleston;36/2447;M.B.;f;47;20;Walkerburn;West Linton;Caddonfoot;;
PEEBLES;4a;Peebles;36/2540;E.A.H.;f;89;–;Peebles;Dechmont, West Lothian;Mull of Kintyre, Argyllshire;;
PEEBLES;4b;Peebles;36/2540;J.A.J.;m;76;73;Peebles;Carnoustie, Angus;Peebles;;
PEEBLES;4c;Peebles;36/2540;M.P.M.;f;46;43;Peebles;Peebles;Selkirk;;
PEEBLES;5;Skirling;36/0738;M.B.M.;f;42;3;Glasgow, Lanarkshire;same;same;;
PEEBLES;6a;Bellspool;36/1635;W.M.T.;m;77;20;nr. Peebles;Edinburgh, Midlothian;nr. Peebles;;
PEEBLES;6b;Stobo;36/1837;G.A.;m;75;59;Stobo;Kirknewton, Midlothian;Cockburnspath, Berwickshire;;
PEEBLES;7;Broughton;36/1136;W.R.;m;67;64;Broughton;same;same;;
PEEBLES;8;lnnerleithen;36/3337;J.F.;m;68;60;Thankerton, Lanarkshire;;Traquair;;
PEEBLES;9;Traquair (Sch.);36/3334;B.W.;f;–;2;;;;;Information supplied by natives about fifty years of age.
PEEBLES;10;Oliver;36/0924;LT.;f;68;14;Eskdalemuir, Dumfriesshire ;Skirling;St Andrews, Fife;;
SELKIRK;1;Blackhaugh;36/4338;J.E.;m;64;64;Meigle, Clovenfords;Laidlawstiel;Blackhaugh;;
SELKIRK;2a;Galashiels;36/4936;I.M.B.;f;–;83;Selkirk;Edinburgh, Midlothian;–;;
SELKIRK;;;;M.T.B.;f;–;82;–;–;–;;
SELKIRK;;;;M.M.B.;f;–;77;–;–;–;;
SELKIRK;2b;Galashiels;36/4936;G.F.;f;53;32;Hawick, Roxburghshire;Hawick, Roxburgh;Langholm, Selkirkshire;;
SELKIRK;2c;Galashiels;36/4936;R.M.M.;m;54;51;Galashiels;same;same;;
SELKIRK;2d;Galashiels;36/4936;D.H.M.;m;50;50;Galashiels;Melrose, Roxburghshire;Dumfries;;
SELKIRK;2e;Galashiels;36/4936;T.G.M.;m;49;46;Galashiels;same;same;;
SELKIRK;3;Catslackburn;36/3326;W.O.;m;54;54;Catslackburn;Yarrow;Liddlesdale, Roxburghshire;;
SELKIRK;4;Ettrickbridge  End;36/3824;J.O.B.;f;49;41;Haltwhistle, Northumberland;Ewes, Dumfriesshire;Yarrow;;
SELKIRK;5;Foulshiels;36 /4229;W.C.;m;52;30;Ettrick;–;–;;
SELKIRK;6;Ashkirk;36/4722;J.A.T.;m;66;18;Langholm, Dumfriesshire;–;–;;
SELKIRK;7;Nether Whitlaw;36/5129;J.S.M.;f;68;65;Nether Whitlaw;Colmslie, Roxburghshire;Lilliesleaf, Roxburghshire;;
SELKIRK;8;Brockhoperig;36/2312;J.S.;m;56;26;Yarrow;Dumfriesshire;Ettrick;;
ROXBURGH;1;Blainslie;36/5544;G.S.R.;m;69;66;Blainslie;Midlothian;Blainslie;;
ROXBURGH;2;Melrose;36/5433;W.R.;m;57;12;Hawick;Bridge of Cally, Perthshire;Hawick;;
ROXBURGH;3a;St  Boswells;36/5930;L.D.L.;m;83;50;St Boswells;Blairgowrie, Perthshire;St Boswells;;
ROXBURGH;3b;St Boswells;36/5930;J.S.;f;63;60;St Boswells;Roxburghshire;Roxburghshire;;
ROXBURGH;4;Smailholm;36/6436;R.C.K.;m;68;14;Lowick, Northumberland;Wark-on-Tweed, Northumberland;Kelso;;
ROXBURGH;5;Rutherford Station;36/6530;J.R.M.;m;57;26;Lochside, Yetholm;Gladsmuir, East Lothian;Jedburgh;;
ROXBURGH;6;Stitchill;36/7138;W.B.;m;49;–;Stitchill;Berwickshire;Stitchill;;
ROXBURGH;7;Ednam;36/7337;–.P.;f;–;10;Kelso;Carlisle, Cumb.;Penrith, Cumb.;;
ROXBURGH;8;Kelso;36/7233;M.R.;f;61;50;Edinburgh, Midlothian;Ross-shire;Ross-shire;;
ROXBURGH;9a;Heiton;36/7130;A.P.;m;76;44;Ferney Hill, Kelso;Sprouston;Sprouston;;
ROXBURGH;9b;Heiton Mill ;36/7130;J.S.S.;f;69;69;Heiton Mill, Kelso;Heiton, Kelso;Howden, Ancrum;;
ROXBURGH;10;Sandystones;36/5926;M.J.R.;f;59;14;Kirkden, Angus;Airlie, Angus;Forfar, Angus;;
ROXBURGH;11;Lilliesleaf;36/5325;J.I.H.;m;78;78;Lilliesleaf;–;Lilliesleaf;;
ROXBURGH;12;Minto;36/5620;W.S.;m;53;37;Jedburgh;Jedburgh;Oxnam;;
ROXBURGH;13;Ancrum;36/6224;M.K.;f;57;55;Ancrum;same;same;;
ROXBURGH;14;Crailing (Sch.);36/6724;J.J.;f;64;18;Garmouth, Morayshire;Buckie, Morayshire;Aberdeen;;
ROXBURGH;15a;Jedburgh;36/6420;J.R.;m;67;67;Jedburgh;same;same;;
ROXBURGH;;;;I.H.H.;m;67;67;Jedburgh;Yetholm;Yetholm;;
ROXBURGH;15b;Jedburgh;36/6420;A.R.;m;74;73;Edgerston;Jedburgh;Hobkirk;;
ROXBURGH;16;Eckford Moss;36/7025;C.J.;m;64;64;Eckford Moss;Jedburgh;Eckford Moss;;
ROXBURGH;17;Morebattle;36/7724;M.O.F.;m;75;75;Morebattle;Cavers;Morebattle;;
ROXBURGH;18;Yetholm;36/8228;A.G.;m;56;50;Yetholm;Borders;Yetholm;;
ROXBURGH;19;Roberton (Sch.);36/4214;C.A.R.D. ;f;61;26;Dundee, Angus;Dundee, Angus;Perth;;
